DateOfOfqualDataSnapshot,QualificationName,AwardingOrganisation,QualificationNumber,Level,QualificationType,Subcategory,SectorSubjectArea,Status,Age1416_FundingAvailable,Age1416_FundingApprovalStartDate,Age1416_FundingApprovalEndDate,Age1416_Notes,Age1619_FundingAvailable,Age1619_FundingApprovalStartDate,Age1619_FundingApprovalEndDate,Age1619_Notes,LocalFlexibilities_FundingAvailable,LocalFlexibilities_FundingApprovalStartDate,LocalFlexibilities_FundingApprovalEndDate,LocalFlexibilities_Notes,LegalEntitlementL2L3_FundingAvailable,LegalEntitlementL2L3_FundingApprovalStartDate,LegalEntitlementL2L3_FundingApprovalEndDate,LegalEntitlementL2L3_Notes,LegalEntitlementEnglishandMaths_FundingAvailable,LegalEntitlementEnglishandMaths_FundingApprovalStartDate,LegalEntitlementEnglishandMaths_FundingApprovalEndDate,LegalEntitlementEnglishandMaths_Notes,DigitalEntitlement_FundingAvailable,DigitalEntitlement_FundingApprovalStartDate,DigitalEntitlement_FundingApprovalEndDate,DigitalEntitlement_Notes,ESFLevel34_FundingAvailable,ESFLevel34_FundingApprovalStartDate,ESFLevel34_FundingApprovalEndDate,ESFLevel34_Notes,AdvancedLearnerLoans_FundingAvailable,AdvancedLearnerLoans_FundingApprovalStartDate,AdvancedLearnerLoans_FundingApprovalEndDate,AdvancedLearnerLoans_Notes,AwardingOrganisationURL,L3FreeCoursesForJobs_FundingAvailable,L3FreeCoursesForJobs_FundingApprovalStartDate,L3FreeCoursesForJobs_FundingApprovalEndDate,L3FreeCoursesForJobs_Notes
22/10/2024,Prince's Trust Level 3 Certificate in Youth Work Practice,Prince's Trust,60367490,Level 3,Vocationally-Related Qualification,,Teaching and lecturing,Approved,False,,,,True,30/11/2020,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Prince's Trust Level 3 Diploma in Youth Work Practice,Prince's Trust,60367507,Level 3,Vocationally-Related Qualification,,Teaching and lecturing,Approved,False,,,,True,30/11/2020,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Access to HE Diploma (Education Professions),Skills and Education Group Access,40012840,Level 3,Access to Higher Education,,Teaching and lecturing,Approved,False,,,,True,01/07/2021,31/07/2026,,False,,,,True,01/07/2021,31/07/2026,,False,,,,False,,,,False,,,,True,01/07/2021,31/07/2026,,,False,,,
22/10/2024,SEG Awards Level 3 Diploma in Youth Work Practice (England) ,Skills and Education Group Awards,60355621,Level 3,Vocationally-Related Qualification,,Teaching and lecturing,Approved,False,,,,True,01/04/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/04/2020,31/07/2026,,https://www.abcawards.co.uk/qualification-search/?keywords=youth%20work,True,01/04/2021,31/07/2026,
22/10/2024,Transcend Level 3 Certificate for Teaching Assistants Specialising in Physical Education ,Transcend Awards,6035592X,Level 3,Vocationally-Related Qualification,,Teaching and lecturing,Approved,False,,,,True,01/08/2020,31/07/2025,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,VTCT Level 3 Certificate in Assessing Vocational Achievement,VTCT,6104118X,Level 3,Vocationally-Related Qualification,,Teaching and lecturing,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2024,18/11/2024,,https://qualifications.vtct.org.uk/finder/qualfinder/qual.php?qual=et3c2,True,01/08/2024,31/07/2026,
22/10/2024,Active IQ Level 4 Certificate in Education and Training,Active IQ,60179648,Level 4,Other Vocational Qualification,,Teaching and lecturing,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2025,,,False,,,
22/10/2024,AIM Qualifications Level 4 Award in the Internal Quality Assurance of Assessment Processes and Practice,AIM Qualifications,60063737,Level 4,Occupational Qualification,,Teaching and lecturing,Approved,False,,,,True,01/08/2012,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/03/2023,,False,,,,,False,,,
22/10/2024,AIM Qualifications Level 4 Certificate in Education and Training,AIM Qualifications,60104521,Level 4,Occupational Qualification,,Teaching and lecturing,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,30/04/2025,,http://www.aimawards.org.uk/advanced-qualification-search/ofqual/teaching-and-lecturing/education-and-training-level-4-qcf/aim-awards-level-4-certificate-in-education-and-training-qcf/,False,,,
22/10/2024,Ascentis Level 4 Certificate in Education and Training,Ascentis,60103073,Level 4,Occupational Qualification,,Teaching and lecturing,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2025,,https://www.ascentis.co.uk/Handlers/Download.ashx?IDMF=05c23753-9391-4974-a7c7-73b2399c968e,False,,,
22/10/2024,BIIAB Level 4 Award In the Internal Quality Assurance of Assessment Processes and Practice,BIIAB,60151031,Level 4,Occupational Qualification,,Teaching and lecturing,Approved,False,,,,True,01/12/2014,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/03/2023,,False,,,,,False,,,
22/10/2024,CIBTAC Level 4 Certificate In Education and Training ,Confederation of International Beauty Therapy and Cosmetology,60115737,Level 4,Occupational Qualification,,Teaching and lecturing,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2025,,,False,,,
22/10/2024,Focus Awards Level 4 Certificate in Education and Training (RQF),Focus Awards Limited,60163410,Level 4,Occupational Qualification,,Teaching and lecturing,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2025,,http://www.focusawards.org.uk/wp-content/uploads/2016/02/Purpose-Statement-Focus-Awards-Level-4-Certificate-in-Education-and-Training-QCF.pdf,False,,,
22/10/2024,FAQ Level 4 Award in the External Quality Assurance of Assessment Processes and Practice ,Future (Awards and Qualifications) Ltd,50118821,Level 4,Occupational Qualification,,Teaching and lecturing,Approved,False,,,,True,01/11/2010,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/03/2023,,False,,,,,False,,,
22/10/2024,FAQ Level 4 Certificate in Leading the External Quality Assurance of Assessment Processes and Practice ,Future (Awards and Qualifications) Ltd,50118833,Level 4,Vocationally-Related Qualification,,Teaching and lecturing,Approved,False,,,,True,01/11/2010,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,FAQ Level 4 Award in the Internal Quality Assurance of Assessment Processes and Practice ,Future (Awards and Qualifications) Ltd,50121613,Level 4,Vocationally-Related Qualification,,Teaching and lecturing,Approved,False,,,,True,01/11/2010,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/03/2023,,False,,,,,False,,,
22/10/2024,FAQ Level 4 Award in Understanding the External Quality Assurance of Assessment Processes and Practice ,Future (Awards and Qualifications) Ltd,50121765,Level 4,Occupational Qualification,,Teaching and lecturing,Approved,False,,,,True,01/11/2010,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/03/2023,,False,,,,,False,,,
22/10/2024,FAQ Level 4 Certificate in Leading the Internal Quality Assurance of Assessment Processes and Practice ,Future (Awards and Qualifications) Ltd,50121777,Level 4,Occupational Qualification,,Teaching and lecturing,Approved,False,,,,True,01/11/2010,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,FAQ Level 4 Award in Understanding the Internal Quality Assurance of Assessment Processes and Practice ,Future (Awards and Qualifications) Ltd,50121789,Level 4,Vocationally-Related Qualification,,Teaching and lecturing,Approved,False,,,,True,01/11/2010,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/03/2023,,False,,,,,False,,,
22/10/2024,FAQ Level 4 Certificate In Education and Training ,Future (Awards and Qualifications) Ltd,60105835,Level 4,Vocationally-Related Qualification,,Teaching and lecturing,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2025,,,False,,,
22/10/2024,Gateway Qualifications Level 4 Award In Internal Quality Assurance of Assessment Processes and Practice,Gateway Qualifications Limited,60082409,Level 4,Occupational Qualification,,Teaching and lecturing,Approved,False,,,,True,01/03/2013,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/03/2023,,False,,,,,False,,,
22/10/2024,Gateway Qualifications Level 4 Certificate In Education and Training,Gateway Qualifications Limited,60124441,Level 4,Occupational Qualification,,Teaching and lecturing,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2025,,,False,,,
22/10/2024,GQA  Level 4 Award In Internal Quality Assurance of Assessment Processes and Practice ,GQA Qualifications Limited,60038238,Level 4,Occupational Qualification,,Teaching and lecturing,Approved,False,,,,True,01/12/2011,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/03/2023,,False,,,,,False,,,
